id,coin_symbol,timestamp,open_price,high_price,low_price,close_price,volume,quote_volume,trade_count,taker_buy_volume,taker_buy_quote_volume
7f90dd25-8cea-4791-bbc3-d964162800a0,BTC,2025-11-16 12:00:00+00,95627.13000000,95900.00000000,95436.46000000,95722.72000000,449.28462000,42997926.80,138924,232.26813000,22228923.15
6b2de345-434a-46b1-908b-2a12d80349e3,BTC,2025-11-16 11:00:00+00,96444.71000000,96446.94000000,95500.00000000,95627.13000000,1020.02786000,97767369.15,216914,409.17713000,39193831.08
a218d3b1-750e-4626-bb3e-f4c87e1b6219,BTC,2025-11-16 10:00:00+00,96629.74000000,96629.74000000,96375.05000000,96444.71000000,575.34123000,55505973.77,117632,255.76093000,24677170.67
5353c29d-1674-49a0-a990-6b94e066fcf9,BTC,2025-11-16 09:00:00+00,96116.93000000,96635.11000000,95936.00000000,96629.75000000,611.90526000,58940666.60,155202,393.69598000,37930533.32
12233895-8541-476c-8ea0-57bd6f07e786,BTC,2025-11-16 08:00:00+00,96099.98000000,96238.00000000,95859.35000000,96116.94000000,378.10619000,36299208.65,133562,176.38972000,16933395.68
