id,coin_symbol,timestamp,open_price,high_price,low_price,close_price,volume,quote_volume,trade_count,taker_buy_volume,taker_buy_quote_volume
00086ddc-ea8f-402f-9bb5-5188bd2a3c91,ETH,2025-06-20 04:00:00+00,2517.20000000,2520.47000000,2503.76000000,2504.17000000,7229.04500000,18154771.25,50140,3403.93210000,8548279.57
0009905d-b6e0-4e69-b9fd-c12352874fd2,ETH,2025-04-22 14:00:00+00,1642.98000000,1680.00000000,1638.02000000,1675.00000000,120370.78540000,199866236.82,306770,69156.39670000,114849027.85
00110876-891a-4936-bda2-7bdf8b1e9459,ETH,2025-09-05 19:00:00+00,4312.94000000,4331.90000000,4306.20000000,4331.54000000,14914.45220000,64472036.50,126486,8355.30260000,36115384.67
002b9845-26e0-4547-b7c3-3eaa85726b1d,ETH,2025-02-11 13:00:00+00,2686.02000000,2694.42000000,2629.24000000,2634.47000000,31466.00750000,83795235.89,154192,14189.25900000,37830413.44
