post_date,avg_sentiment,variance,total_posts,pos,neg,neu
2025-10-31 00:00:00+00:00,0.061946902654867256,0.0327677482792527,219,33,6,187
2025-11-01 00:00:00+00:00,0.043859649122807015,0.04726284738394659,110,17,6,91
2025-11-02 00:00:00+00:00,0.014285714285714285,0.026844809866392594,139,23,8,109
2025-11-03 00:00:00+00:00,0.07840909090909091,0.05210259740259741,168,45,13,118
2025-11-04 00:00:00+00:00,0.06868686868686869,0.04661752661752662,287,60,21,216
2025-11-05 00:00:00+00:00,0.07732342007434945,0.06235698829273705,265,56,16,197
2025-11-06 00:00:00+00:00,0.08983606557377048,0.06835030198446937,300,73,15,217
2025-11-07 00:00:00+00:00,0.06903225806451613,0.0344424261405157,306,66,14,230
2025-11-08 00:00:00+00:00,0.08461538461538462,0.04482667547045231,226,47,8,179
2025-11-09 00:00:00+00:00,0.08125,0.047333333333333324,256,57,8,191
2025-11-10 00:00:00+00:00,0.08549222797927461,0.04555521162775051,383,91,8,287
2025-11-11 00:00:00+00:00,0.07166666666666667,0.04844289693593315,356,85,20,255
2025-11-12 00:00:00+00:00,0.07976190476190477,0.05164889836531625,330,77,8,251
2025-11-13 00:00:00+00:00,0.06467486818980667,0.037781628258125234,553,117,26,426
2025-11-14 00:00:00+00:00,0.06094674556213018,0.03894665790050407,666,124,23,529
2025-11-15 00:00:00+00:00,0.041176470588235294,0.022159789288849874,67,8,1,59
