timestamp,tx_frequency,tx_amount,tx_amount_usd,ETH_open,ETH_high,ETH_low,ETH_close,ETH_volume,ETH_trade_count,BTC_open,BTC_high,BTC_low,BTC_close,BTC_volume,BTC_trade_count,message_count,avg_views,total_forwards,total_reactions,avg_sentiment,avg_positive,avg_negative,avg_neutral,ETH_price_change_pct,BTC_price_change_pct,ETH_volume_change_pct,BTC_volume_change_pct,tx_frequency_change_pct,tx_amount_change_pct,message_count_change_pct,avg_views_change_pct,total_reactions_change_pct,ETH_price_ma24,tx_frequency_ma24,message_count_ma24,ETH_price_std24,tx_frequency_std24,message_count_std24,ETH_price_zscore,tx_frequency_zscore,message_count_zscore,hour,day_of_week,day,month,ETH_bb_upper,ETH_bb_lower
2025-01-01 10:00:00,4,259.0501334,0.0,3334.83,3338.82,3325.7,3326.69,5694.9502,37356,93413.07,93536.75,93284.0,93326.23,265.55192,49313,1.0,14526.0,43.0,65.0,0.5849,0.15,0.049,0.802,-1.002565186080151,-1.3379173816247647,-97.00641688063934,-97.4400504074386,0.0,516954.46210385946,-50.0,9.17289842546316,-15.58441558441559,3348.4,4.181818181818182,1.2727272727272727,11.387784683598358,1.4709304414677005,1.009049958219026,-1.906428739478887,-0.12360760011493267,-0.270281238781882,10,2,1,1,3371.1755693671967,3325.6244306328035
2025-01-01 11:00:00,4,64.63522578,0.0,3326.69,3348.35,3323.71,3341.0,6732.5827,44031,93326.24,93705.08,93200.0,93444.64,321.72225,58142,3.0,8290.25,99.0,101.0,0.4258,0.118,0.0,0.882,0.43015730350588477,0.1268775134279032,18.220220784371378,21.15229669587777,0.0,-75.04914398936187,200.0,-42.92819771444307,55.38461538461539,3347.7833333333333,4.166666666666667,1.4166666666666667,11.065971865739176,1.4034589305344742,1.0836246694508316,-0.6129902927255361,-0.11875421719060954,1.4611455218988634,11,2,1,1,3369.9152770648116,3325.651389601855
2025-01-01 12:00:00,6,4094.848171,0.0,3341.01,3352.31,3338.58,3347.46,5866.8953,41652,93444.65,93972.0,93407.07,93820.76,499.35613,58928,2.0,20124.5,97.0,337.0,0.4748,0.1985,0.0,0.8015000000000001,0.19335528284945003,0.40250569749105125,-12.85817699647417,55.21342710987507,50.0,6235.3196675412,-33.333333333333336,142.74901239407737,233.66336633663366,3347.7584615384617,4.3076923076923075,1.4615384615384615,10.595240949087879,1.4366984945013914,1.0500305245868342,-0.02816939604233623,1.1779142935464821,0.5128056049819425,12,2,1,1,3368.9489434366374,3326.567979640286
2025-01-01 13:00:00,5,3151.467285,0.0,3347.46,3353.5,3332.51,3343.37,6632.2317,42125,93820.75,94058.79,93600.28,94031.76,340.36387,64479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12218219187085655,0.22489692046834264,13.044998433839439,-31.839452937125245,-16.666666666666664,-23.03823845487335,-100.0,-100.0,-100.0,3347.4449999999997,4.357142857142857,1.3571428571428572,10.246922802630802,1.3926810257774176,1.0818177620697813,-0.39768036496906484,0.4615968272075295,-1.2545022873546294,13,2,1,1,3367.938845605261,3326.9511543947383
2025-01-01 14:00:00,2,16850.0,0.0,3343.37,3359.37,3328.2,3345.86,10728.9812,92956,94031.77,94450.85,93671.48,94175.89,751.90697,124282,1.0,20439.0,63.0,164.0,0.2942,0.062,0.0,0.938,0.07447575350620905,0.15327799883784188,61.77030123962648,120.91268676666532,-60.0,434.67158235152044,,,,3347.339333333333,4.2,1.3333333333333333,9.882659031040573,1.4735767952260146,1.0465362369445672,-0.14968980804369902,-1.4929659634829358,-0.3185110286048682,14,2,1,1,3367.104651395414,3327.574015271252
2025-01-01 15:00:00,9,449.8919264,0.0,3345.86,3355.91,3333.42,3352.93,7671.632,61491,94175.89,94500.0,93900.0,94432.94,486.08395,77490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2113059123812544,0.27294671704192197,-28.49617445503586,-35.35317939664796,350.0,-97.33001824094956,-100.0,-100.0,-100.0,3347.68875,4.5,1.25,9.649315606127983,1.8618986725025257,1.0645812948447542,0.543173237759698,2.416887699753278,-1.1741705456743612,15,2,1,1,3366.987381212256,3328.3901187877436
2025-01-01 16:00:00,4,42.40300333,0.0,3352.93,3357.19,3332.26,3338.68,9897.787,80587,94432.94,94492.0,93922.0,94090.49,580.27384,87522,2.0,9740.0,28.0,128.0,0.0,0.0,0.0,1.0,-0.4250014166713889,-0.36263829125726676,29.018010770068226,19.377288635018687,-55.55555555555556,-90.57484679280522,,,,3347.1588235294116,4.470588235294118,1.2941176470588236,9.594995363699256,1.8068497121656084,1.0467035087808378,-0.883671456622204,-0.2604468053427904,0.6743861532440297,16,2,1,1,3366.3488142568103,3327.968832802013
2025-01-01 17:00:00,9,3416.961953,0.0,3338.68,3344.81,3323.03,3343.7,6245.6219,65178,94090.5,94189.16,93760.93,94143.85,303.86795,61419,4.0,10812.833333333334,68.0,183.0,0.2230833333333333,0.1685,0.0,0.8314999999999999,0.15035882444558446,0.056711363709549545,-36.89880475302206,-47.6336982552927,125.0,7958.301734921002,100.0,11.014715947980847,42.96875,3346.9666666666667,4.722222222222222,1.4444444444444444,9.344145068374212,2.052417672076908,1.1991282236408358,-0.3495950290506659,2.0842627871355877,2.1311778882021213,17,2,1,1,3365.654956803415,3328.278376529918
2025-01-01 18:00:00,6,19089.91669,0.0,3343.71,3352.0,3333.26,3348.57,7571.9247,60088,94143.84,94380.44,93936.44,94340.06,291.78831,54037,1.0,20021.0,69.0,111.0,0.6124,0.2,0.0,0.8,0.14564703771271503,0.2084151009333013,21.235720337153285,-3.9752925571782005,-33.333333333333336,458.6809848216065,-75.0,85.15960972301431,-39.34426229508197,3347.051052631579,4.7894736842105265,1.4210526315789473,9.088323335612037,2.016017729430998,1.1697953037312037,0.16713174832289554,0.6004542013978655,-0.3599370165019088,18,2,1,1,3365.227699302803,3328.8744059603546
2025-01-01 19:00:00,2,0.111584293,0.0,3348.57,3364.14,3337.92,3356.55,12249.5259,82872,94340.06,94823.75,94148.34,94627.07,545.12372,85002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23831068187316617,0.30422918959349676,61.775590557576486,86.82164477391161,-66.66666666666667,-99.99941548046117,-100.0,-100.0,-100.0,3347.5260000000003,4.65,1.35,9.097355544043332,2.058998223459779,1.1821033884786185,0.991936607974977,-1.287033650480011,-1.1420320870776484,19,2,1,1,3365.720711088087,3329.331288911914
2025-01-01 20:00:00,2,0.0,0.0,3356.56,3362.6,3352.0,3360.4,9048.4681,49214,94627.08,94852.7,94579.83,94786.23,424.42468,59241,2.0,20243.0,196.0,229.0,0.34355,0.10300000000000001,0.0835,0.8135,0.11470110679119294,0.16819711315165797,-26.132095447057267,-22.141586500767207,0.0,-100.0,,,,3348.1390476190477,4.523809523809524,1.380952380952381,9.301406294083618,2.0885173597326796,1.1608699529314417,1.31818264821089,-1.2084216163813535,0.5332618157882948,20,2,1,1,3366.741860207215,3329.5362350308806
2025-01-01 21:00:00,5,91.2972087,0.0,3360.41,3371.39,3353.76,3368.39,8283.2453,41273,94786.23,95151.15,94687.87,94978.48,636.81156,85265,1.0,19362.0,70.0,137.0,0.4215,0.288,0.164,0.548,0.23776931317700534,0.20282481959668086,-8.456932063450607,50.0411239044817,150.0,,-50.0,-4.352121721088775,-40.17467248908297,3349.0595454545455,4.545454545454546,1.3636363636363635,10.051731183410585,2.0407111908602267,1.1358007263790995,1.9230970459262882,0.22273874743224908,-0.3201585939847125,21,2,1,1,3369.1630078213666,3328.9560830877244
2025-01-01 22:00:00,7,2668.532216,0.0,3368.39,3374.85,3359.0,3361.63,12395.1235,40430,94978.48,94997.32,94685.81,94802.98,409.77402,49494,2.0,7039.0,29.0,0.0,0.0,0.0,0.0,1.0,-0.20068935010494338,-0.18477869934325764,49.64090825609135,-35.65223282064791,39.99999999999999,2822.906684659681,100.0,-63.645284578039465,-100.0,3349.6060869565217,4.6521739130434785,1.391304347826087,10.164397195885762,2.0584348787847597,1.1175919907137442,1.1829440360936512,1.1405879831518164,0.5446492612484704,22,2,1,1,3369.9348813482934,3329.27729256475
2025-01-01 23:00:00,4,123.4932411,0.0,3361.63,3366.79,3352.66,3360.38,6124.8096,56041,94802.99,94952.29,94542.0,94591.79,436.90784,68059,4.0,17202.25,264.0,424.0,0.07955,0.05825,0.032,0.9097500000000001,-0.03718434211974486,-0.2227672590038865,-50.586941711391574,6.621654540226829,-42.85714285714286,-95.37224095105323,100.0,144.38485580338116,,3350.0550000000003,4.625,1.5,10.18133415704399,2.0175857290120396,1.2158375177486576,1.0141107089344497,-0.30977618000652146,2.0561958019058184,23,2,1,1,3370.417668314088,3329.6923316859124
2025-01-02 00:00:00,4,0.147081866,0.0,3360.39,3400.0,3354.5,3389.92,25353.4495,126206,94591.78,95381.7,94392.0,95128.59,1181.76573,178842,1.0,20696.0,67.0,214.0,0.0,0.0,0.0,1.0,0.8790672483469208,0.5674911110150394,313.94673721775774,170.4839835330032,0.0,-99.88089885350009,-75.0,20.309843189117704,-49.52830188679245,3351.1475000000005,4.625,1.4583333333333333,12.783407809242071,2.0175857290120396,1.2150922908825974,3.033033176933053,-0.30977618000652146,-0.3772004289177879,0,3,2,1,3376.7143156184848,3325.580684381516
2025-01-02 01:00:00,4,46.79844863,0.0,3389.91,3405.6,3377.72,3383.92,12042.4553,87332,95128.59,95516.0,94699.69,94862.72,1143.36617,123452,2.0,5909.5,33.0,64.0,-0.62405,0.0,0.35750000000000004,0.6425000000000001,-0.17699532732335932,-0.27948485308149085,-52.501708692539054,-3.2493377515694255,0.0,31717.959550499585,100.0,-71.4461731735601,-70.09345794392523,3352.705,4.541666666666667,1.4166666666666667,14.375621272018886,1.9995470501583859,1.1764599317505433,2.1713844159584785,-0.27089468417193363,0.4958378245961712,1,3,2,1,3381.4562425440377,3323.953757455962
2025-01-02 02:00:00,3,0.062036848,0.0,3383.93,3398.5,3378.0,3398.49,6649.5622,54839,94862.73,95234.37,94803.03,95234.36,455.65,71796,3.0,0.0,0.0,1.0,0.2936,0.1236666666666666,0.0,0.8763333333333333,0.43056573441451196,0.3917661226665148,-44.78233853191051,-60.14837486402104,-25.0,-99.86743823819786,50.0,-100.0,-98.4375,3354.1999999999994,4.416666666666667,1.5416666666666667,17.06466193502003,1.9981875845846921,1.1787674722451364,2.595422058074829,-0.7089758126438428,1.2371679466451562,2,3,2,1,3388.3293238700394,3320.0706761299593
2025-01-02 03:00:00,4,3476.681739,0.0,3398.49,3401.99,3387.23,3388.55,8153.031,44994,95234.37,95299.24,94913.75,95010.33,290.28586,47561,1.0,11880.0,51.0,85.0,-0.1531,0.085,0.113,0.802,-0.29248283796625696,-0.23524072614127256,22.610041906217514,-36.29192143092285,33.33333333333333,5604120.477158994,-66.66666666666667,,8400.0,3355.589583333333,4.375,1.5416666666666667,18.451159614593028,1.995919750935371,1.1787674722451364,1.786360172204039,-0.187883305331024,-0.4595195230396295,3,3,2,1,3392.491902562519,3318.687264104147
2025-01-02 04:00:00,2,0.059318196,0.0,3388.54,3427.54,3388.0,3417.69,21263.6161,94261,95010.34,96000.0,94984.84,95708.07,925.61919,110599,1.0,12504.0,34.0,82.0,0.0,0.0,0.0,1.0,0.8599548479438113,0.7343833033734315,160.80627069859048,218.86471838483624,-50.0,-99.9982938272625,0.0,5.252525252525242,-3.529411764705881,3358.7791666666667,4.25,1.5,22.10031514956621,2.0483291175768223,1.1795356492391773,2.665610555070438,-1.0984562883878295,-0.4238956239093917,4,3,2,1,3402.9797969657993,3314.578536367534
2025-01-02 05:00:00,1,0.0,0.0,3417.69,3419.14,3403.99,3412.39,9082.2648,51456,95708.07,95800.0,95395.21,95596.48,702.11721,79223,2.0,13572.0,59.0,93.0,0.11315,0.0435,0.0,0.9565,-0.15507550421484106,-0.11659413882236791,-57.28729884283417,-24.14621287183988,-50.0,-100.0,100.0,8.541266794625724,13.414634146341452,3361.5699999999997,4.166666666666667,1.5833333333333333,24.443552719791338,2.140025734641417,1.138903617201808,2.079075843940008,-1.4797329841686697,0.365848927281307,5,3,2,1,3410.4571054395824,3312.682894560417
2025-01-02 06:00:00,3,0.03744733,0.0,3412.4,3415.68,3402.13,3410.37,6764.2091,50806,95596.48,95697.01,95380.04,95574.99,517.46772,59246,3.0,9918.0,48.0,1.0,-0.025675,0.04225,0.067,0.8907499999999999,-0.05919604734511141,-0.02247990720996018,-25.52288169356173,-26.298955127449453,200.0,,50.0,-26.923076923076927,-98.9247311827957,3364.227083333333,4.25,1.625,26.151817707074585,2.0483291175768223,1.1726039399558577,1.7644248359075885,-0.6102534935487942,1.1726039398558572,6,3,2,1,3416.5307187474823,3311.923447919184
2025-01-02 07:00:00,3,0.067591997,0.0,3410.37,3422.0,3408.79,3420.05,8269.1047,42236,95575.0,95880.0,95505.35,95822.0,452.62773,53464,2.0,13220.5,82.0,76.0,0.0,0.0,0.0,1.0,0.2838401698349591,0.25844627344453475,22.2479166115666,-12.53024826360184,0.0,80.49884197351321,-33.333333333333336,33.29804396047591,7500.0,3367.2658333333334,4.166666666666667,1.6666666666666667,28.231984469772115,2.0571543592961166,1.1671841502435298,1.8696583912829672,-0.5671264586139978,0.28558761120533155,7,3,2,1,3423.729802272878,3310.801864393789
2025-01-02 08:00:00,2,5910.96259,0.0,3420.06,3442.62,3414.21,3437.93,12781.0633,65582,95822.01,96211.54,95640.05,96150.0,844.76163,84808,2.0,7414.5,58.0,148.0,-0.17,0.0,0.069,0.931,0.5227993742781489,0.34230135042057075,54.56405213976792,86.63497042039381,-33.333333333333336,8744962.80676986,0.0,-43.916644604969555,94.73684210526316,3371.4708333333333,4.125,1.75,30.91761435713047,2.091650066335189,1.1131623577819227,2.149556751008644,-1.015944317885663,0.22458538795337024,8,3,2,1,3433.3060620475944,3309.635604619072
2025-01-02 09:00:00,7,81786.67105,0.0,3360.39,3509.99,3354.5,3455.67,338632.8874,2373075,94591.78,97839.5,94392.0,96984.79,21970.48948,3569079,1.0,13434.0,30.0,50.0,-0.8176,0.0,0.135,0.865,0.5160081793404769,0.8682163286531486,2549.4891657410067,2500.7915960861055,250.0,1283.6438618028878,-50.0,81.18551486951245,-66.21621621621621,3375.44125,4.25,1.7083333333333333,35.2468476928451,2.1719556405110643,1.122077524511784,2.276196461564946,1.2661400392258044,-0.6312695137338235,9,3,2,1,3445.93494538569,3304.94755461431
2025-01-02 10:00:00,5,3344.024516,0.0,3467.94,3476.0,3457.99,3468.81,13175.5473,93224,96755.51,96808.37,96538.77,96708.0,826.74686,84692,4.0,9372.833333333334,42.0,353.0,-0.16829999999999998,0.12883333333333333,0.13533333333333333,0.7358333333333333,0.38024464141541703,-0.28539526661860437,-96.10919441370241,-96.23701210320054,-28.57142857142857,-95.91128423119748,300.0,-30.230509652126436,606.0,3381.362916666667,4.291666666666667,1.8333333333333333,38.489568375494905,2.1765382699552314,1.2038585308576923,2.2719684066080776,0.3254403302154474,1.7997685034827493,10,3,2,1,3458.3420534176566,3304.383779915677
2025-01-02 11:00:00,5,0.079959742,0.0,3468.81,3475.0,3456.87,3471.18,8525.1221,61055,96708.0,96876.38,96469.46,96732.99,533.66374,64369,1.0,1478.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06832314251861149,0.025840675021715498,-35.29587875260407,-35.450164273983454,0.0,-99.99760887692008,-75.0,-84.23102228070488,-100.0,3386.787083333333,4.333333333333333,1.75,41.601161927666126,2.180280529749738,1.1887150534341147,2.0286192201362474,0.30577104988990234,-0.630933374461953,11,3,2,1,3469.9894071886656,3303.5847594780007
2025-01-02 12:00:00,1,0.021951687,0.0,3471.18,3481.14,3465.93,3480.48,11713.9902,64061,96733.0,96895.0,96609.42,96850.01,677.3051,75640,4.0,8101.25,116.0,134.0,0.125325,0.158,0.1,0.742,0.2679204189929729,0.12097217298874252,37.40554167546761,26.916080151894906,-80.0,-72.54657600070796,300.0,448.1224627875507,,3392.3295833333336,4.125,1.8333333333333333,44.86675117153482,2.251810865484276,1.2740441145412122,1.9647158388948807,-1.3877719695562256,1.7006213849014398,12,3,2,1,3482.0630856764033,3302.596080990264
2025-01-02 13:00:00,7,3897.5172,0.0,3480.48,3484.4,3459.44,3465.85,17496.4264,88617,96850.01,96988.05,96436.0,96458.17,903.27447,95774,1.0,20992.0,143.0,247.0,0.5719,0.144,0.0,0.856,-0.4203443203236401,-0.40458436710537615,49.363505528628494,33.3630102593351,600.0,17754878.011484947,-75.0,159.12050609473846,84.32835820895524,3397.4329166666666,4.208333333333333,1.875,46.00696445191452,2.3215281074376826,1.2269616060043183,1.4871027495129048,1.2025125423218048,-0.7131437492801271,13,3,2,1,3489.4468455704955,3305.418987762838
2025-01-02 14:00:00,1,0.023260003,0.0,3465.86,3509.99,3440.38,3495.19,48467.5536,281276,96458.17,97440.91,95924.6,97256.49,3007.10456,352467,5.0,11822.5,161.0,288.0,0.14705000000000001,0.07116666666666667,0.014666666666666666,0.9141666666666667,0.8465455804492539,0.8276333668781,177.0140169880633,232.91149698939245,-85.71428571428572,-99.9994032097408,400.0,-43.680926067073166,16.5991902834008,3403.655,4.166666666666667,2.0416666666666665,48.745245386869335,2.371326296779315,1.3666578295932037,1.8778241708158299,-1.3353989583103878,2.1646481431255102,14,3,2,1,3501.145490773739,3306.1645092262615
2025-01-02 15:00:00,4,3626.719826,0.0,3495.15,3496.26,3456.52,3463.51,22439.9878,236083,97256.48,97323.16,96164.78,96455.01,2007.047,334380,3.0,16850.0,133.0,236.0,0.10115,0.035,0.0,0.9650000000000001,-0.9063884939016109,-0.8240889631118797,-53.70100998867002,-33.25649441335023,300.0,15591986.664821152,-40.0,42.52484669063228,-18.055555555555557,3408.2624999999994,3.9583333333333335,2.1666666666666665,48.96776839212065,2.136212956870511,1.3077250963165892,1.1282421440462835,0.0195049217966342,0.6372389240038463,15,3,2,1,3506.1980367842407,3310.326963215758
2025-01-02 16:00:00,7,672.857072,0.0,3463.52,3491.19,3448.6,3469.54,20071.7158,153704,96455.01,97650.0,96040.04,97229.74,1725.0299,318172,4.0,11700.333333333334,113.0,319.0,-0.10615000000000001,0.0,0.071,0.9289999999999999,0.17410083989939373,0.8032034831575885,-10.553802529250921,-14.051345085590917,75.0,-81.44722768005735,33.33333333333333,-30.561819980217606,35.16949152542372,3413.715,4.083333333333333,2.25,48.16189518515761,2.2246966899599685,1.359347669640303,1.1591113635637804,1.3110401429994691,1.2873822046822865,16,3,2,1,3510.0387903703154,3317.391209629685
2025-01-02 17:00:00,9,170.1109866,0.0,3469.54,3478.95,3428.99,3450.46,19324.2089,180336,97229.75,97591.84,96325.44,96757.57,1272.75775,336972,3.0,8652.0,116.0,241.0,0.2473,0.11099999999999999,0.054,0.835,-0.5499288090063836,-0.4856230202816558,-3.7241803712665167,-26.218220913156344,28.57142857142858,-74.7181097325228,-25.0,-26.0533887923421,-24.451410658307214,3418.163333333334,4.083333333333333,2.2083333333333335,46.308632932294465,2.2246966899599685,1.3180739131701646,0.6974221569834671,2.2100390981991054,0.6006238790528275,17,3,2,1,3510.7805991979226,3325.546067468745
2025-01-02 18:00:00,4,410.1274242,0.0,3450.42,3465.53,3440.21,3465.24,10697.789,95569,96757.57,97350.0,96400.0,97319.74,839.9046,298186,3.0,10993.333333333334,76.0,164.0,0.09866666666666667,0.11833333333333333,0.0,0.8816666666666667,0.42834868394359127,0.5810088037556005,-44.64048150504107,-34.00907596123457,-55.55555555555556,141.09402478769707,0.0,27.06118045923871,-31.950207468879665,3423.0245833333333,4.0,2.2916666666666665,44.78405995335627,2.1869176243407464,1.3014763077790334,0.9426438047497391,0.0,0.5442537286657776,18,3,2,1,3512.592703240046,3333.4564634266208
2025-01-02 19:00:00,5,3196.081297,0.0,3465.23,3474.69,3459.13,3463.18,9031.3711,99256,97319.74,97777.0,97200.0,97317.74,714.40965,208680,2.0,20627.0,88.0,425.0,-0.24835,0.1255,0.1425,0.7315,-0.059447541873003384,-0.0020550815281628054,-15.577217871842496,-14.941571935669828,25.0,679.2898276028038,-33.333333333333336,87.63189812007278,159.14634146341461,3427.4675,4.125,2.375,43.16244122624096,2.1531069562883753,1.2091139407595677,0.8273975934939748,0.40638947238725487,-0.3101444680502235,19,3,2,1,3513.7923824524823,3341.142617547518
2025-01-02 20:00:00,1,438.0466,0.0,3463.18,3475.28,3452.04,3453.0,7230.9041,101053,97317.74,97839.5,97300.0,97306.46,718.8468,218888,24.0,6972.5,26.0,62.0,-0.38992608695652176,0.07154347826086956,0.06943478260869565,0.8595434782608695,-0.2939494915078056,-0.011590898021263119,-19.935699464281786,0.621093234112946,-80.0,-86.29425977333017,1100.0,-66.19721723954041,-85.41176470588235,3431.325833333334,4.083333333333333,3.2916666666666665,40.9907163314125,2.2050666295102537,4.5728800426053136,0.5287579385384816,-1.3982948596334766,4.528510072414297,20,3,2,1,3513.307265996159,3349.3444006705085
2025-01-02 21:00:00,1,129.15386,0.0,3453.0,3455.93,3443.01,3454.2,6454.7338,65509,97306.46,97355.77,97040.16,97212.68,394.14727,81120,1.0,0.0,0.0,1.0,0.8256,0.292,0.0,0.708,0.034752389226744285,-0.096375924065073,-10.734069893141019,-45.16950343244207,0.0,-70.51595423865862,-95.83333333333334,-100.0,-98.38709677419355,3434.9012500000003,3.9166666666666665,3.2916666666666665,38.95426240142584,2.282574188835104,4.5728800426053136,0.4954207527041647,-1.2777970945283437,-0.5011429657601334,21,3,2,1,3512.809774802852,3356.9927251971485
