timestamp,priority_score,alert_level,reasons,telegram_msgs,whale_txs,twitter_engagement,telegram_sentiment,twitter_sentiment
2023-02-15 09:00:00,3,MEDIUM,고래 거래 급증 (z=2.62),0.0,2.0,0.0,0.0,0.0
2023-02-14 23:00:00,3,MEDIUM,고래 거래 급증 (z=2.95),0.0,2.0,0.0,0.0,0.0
2023-02-13 16:00:00,3,MEDIUM,고래 거래 급증 (z=3.11),0.0,2.0,0.0,0.0,0.0
2023-02-13 13:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2023-02-13 07:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-02-13 06:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2023-02-12 23:00:00,3,MEDIUM,고래 거래 급증 (z=4.69),0.0,1.0,0.0,0.0,0.0
2023-02-11 05:00:00,3,MEDIUM,고래 거래 급증 (z=2.82),0.0,4.0,0.0,0.0,0.0
2023-02-10 20:00:00,3,MEDIUM,고래 거래 급증 (z=2.27),0.0,3.0,0.0,0.0,0.0
2023-02-09 17:00:00,3,MEDIUM,고래 거래 급증 (z=3.26),0.0,7.0,0.0,0.0,0.0
2023-02-09 11:00:00,3,MEDIUM,고래 거래 급증 (z=3.40),0.0,5.0,0.0,0.0,0.0
2023-02-09 10:00:00,3,MEDIUM,고래 거래 급증 (z=2.88),0.0,3.0,0.0,0.0,0.0
2023-02-09 09:00:00,3,MEDIUM,고래 거래 급증 (z=2.37),0.0,2.0,0.0,0.0,0.0
2023-02-09 07:00:00,3,MEDIUM,고래 거래 급증 (z=2.29),0.0,2.0,0.0,0.0,0.0
2023-02-08 13:00:00,3,MEDIUM,고래 거래 급증 (z=2.29),0.0,2.0,0.0,0.0,0.0
2023-02-08 09:00:00,3,MEDIUM,고래 거래 급증 (z=2.62),0.0,2.0,0.0,0.0,0.0
2023-02-07 09:00:00,3,MEDIUM,고래 거래 급증 (z=2.11),0.0,2.0,0.0,0.0,0.0
2023-02-07 08:00:00,3,MEDIUM,고래 거래 급증 (z=3.92),0.0,3.0,0.0,0.0,0.0
2023-02-07 04:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2023-02-07 03:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-02-06 12:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2023-02-06 10:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2023-02-06 03:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-02-05 21:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-02-05 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2023-02-03 07:00:00,3,MEDIUM,고래 거래 급증 (z=3.11),0.0,2.0,0.0,0.0,0.0
2023-01-30 18:00:00,3,MEDIUM,고래 거래 급증 (z=2.02),0.0,4.0,0.0,0.0,0.0
2023-01-30 17:00:00,3,MEDIUM,고래 거래 급증 (z=2.33),0.0,4.0,0.0,0.0,0.0
2023-01-30 04:00:00,3,MEDIUM,고래 거래 급증 (z=2.12),0.0,3.0,0.0,0.0,0.0
2023-01-30 03:00:00,3,MEDIUM,고래 거래 급증 (z=3.47),0.0,4.0,0.0,0.0,0.0
2023-01-30 02:00:00,3,MEDIUM,고래 거래 급증 (z=3.92),0.0,3.0,0.0,0.0,0.0
2023-01-27 22:00:00,3,MEDIUM,고래 거래 급증 (z=3.92),0.0,3.0,0.0,0.0,0.0
2023-01-26 06:00:00,3,MEDIUM,고래 거래 급증 (z=3.26),0.0,6.0,0.0,0.0,0.0
2023-01-26 04:00:00,3,MEDIUM,고래 거래 급증 (z=2.14),0.0,3.0,0.0,0.0,0.0
2023-01-25 21:00:00,3,MEDIUM,고래 거래 급증 (z=4.43),0.0,4.0,0.0,0.0,0.0
2023-01-25 10:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2023-01-25 09:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-01-24 14:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-01-24 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2023-01-24 06:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2023-01-23 14:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-01-23 12:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2023-01-23 10:00:00,3,MEDIUM,고래 거래 급증 (z=4.69),0.0,1.0,0.0,0.0,0.0
2023-01-21 16:00:00,3,MEDIUM,고래 거래 급증 (z=3.29),0.0,2.0,0.0,0.0,0.0
2023-01-20 16:00:00,3,MEDIUM,고래 거래 급증 (z=2.95),0.0,2.0,0.0,0.0,0.0
2023-01-19 22:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2023-01-19 21:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-01-19 17:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-01-18 09:00:00,3,MEDIUM,고래 거래 급증 (z=2.51),0.0,2.0,0.0,0.0,0.0
2023-01-18 07:00:00,3,MEDIUM,고래 거래 급증 (z=2.62),0.0,2.0,0.0,0.0,0.0
2023-01-17 08:00:00,3,MEDIUM,고래 거래 급증 (z=2.21),0.0,2.0,0.0,0.0,0.0
2023-01-16 19:00:00,3,MEDIUM,고래 거래 급증 (z=2.62),0.0,2.0,0.0,0.0,0.0
2023-01-16 09:00:00,3,MEDIUM,고래 거래 급증 (z=3.29),0.0,2.0,0.0,0.0,0.0
2023-01-16 07:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2023-01-16 03:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-01-16 00:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-01-14 16:00:00,3,MEDIUM,고래 거래 급증 (z=2.95),0.0,2.0,0.0,0.0,0.0
2023-01-13 14:00:00,3,MEDIUM,고래 거래 급증 (z=2.82),0.0,2.0,0.0,0.0,0.0
2023-01-11 07:00:00,3,MEDIUM,고래 거래 급증 (z=3.52),0.0,2.0,0.0,0.0,0.0
2023-01-09 05:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2023-01-09 01:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-01-08 14:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-01-08 10:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-01-07 03:00:00,3,MEDIUM,고래 거래 급증 (z=3.52),0.0,2.0,0.0,0.0,0.0
2023-01-07 02:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-01-06 02:00:00,3,MEDIUM,고래 거래 급증 (z=4.18),0.0,2.0,0.0,0.0,0.0
2023-01-04 13:00:00,3,MEDIUM,고래 거래 급증 (z=2.04),0.0,2.0,0.0,0.0,0.0
2023-01-03 11:00:00,3,MEDIUM,고래 거래 급증 (z=3.70),0.0,5.0,0.0,0.0,0.0
2023-01-03 10:00:00,3,MEDIUM,고래 거래 급증 (z=3.61),0.0,3.0,0.0,0.0,0.0
2023-01-03 02:00:00,3,MEDIUM,고래 거래 급증 (z=3.52),0.0,2.0,0.0,0.0,0.0
2023-01-02 16:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2023-01-02 13:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-01-02 10:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-01-01 18:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2023-01-01 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-12-30 07:00:00,3,MEDIUM,고래 거래 급증 (z=3.52),0.0,2.0,0.0,0.0,0.0
2022-12-28 18:00:00,3,MEDIUM,고래 거래 급증 (z=3.05),0.0,3.0,0.0,0.0,0.0
2022-12-28 12:00:00,3,MEDIUM,고래 거래 급증 (z=2.62),0.0,2.0,0.0,0.0,0.0
2022-12-27 19:00:00,3,MEDIUM,고래 거래 급증 (z=3.52),0.0,2.0,0.0,0.0,0.0
2022-12-26 17:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,2.0,0.0,0.0,0.0
2022-12-26 11:00:00,3,MEDIUM,고래 거래 급증 (z=4.18),0.0,2.0,0.0,0.0,0.0
2022-12-25 12:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-12-25 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-12-24 18:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-12-23 16:00:00,3,MEDIUM,고래 거래 급증 (z=3.77),0.0,6.0,0.0,0.0,0.0
2022-12-23 15:00:00,3,MEDIUM,고래 거래 급증 (z=3.00),0.0,3.0,0.0,0.0,0.0
2022-12-23 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.51),0.0,2.0,0.0,0.0,0.0
2022-12-22 23:00:00,3,MEDIUM,고래 거래 급증 (z=3.52),0.0,2.0,0.0,0.0,0.0
2022-12-22 19:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-12-22 18:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2022-12-22 11:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2022-12-20 12:00:00,3,MEDIUM,고래 거래 급증 (z=3.84),0.0,7.0,0.0,0.0,0.0
2022-12-20 07:00:00,3,MEDIUM,고래 거래 급증 (z=2.83),0.0,3.0,0.0,0.0,0.0
2022-12-20 02:00:00,3,MEDIUM,고래 거래 급증 (z=2.37),0.0,2.0,0.0,0.0,0.0
2022-12-20 00:00:00,3,MEDIUM,고래 거래 급증 (z=3.05),0.0,2.0,0.0,0.0,0.0
2022-12-19 18:00:00,3,MEDIUM,고래 거래 급증 (z=3.81),0.0,2.0,0.0,0.0,0.0
2022-12-17 07:00:00,3,MEDIUM,고래 거래 급증 (z=3.62),0.0,4.0,0.0,0.0,0.0
2022-12-16 18:00:00,3,MEDIUM,고래 거래 급증 (z=2.37),0.0,2.0,0.0,0.0,0.0
2022-12-16 10:00:00,3,MEDIUM,고래 거래 급증 (z=2.37),0.0,2.0,0.0,0.0,0.0
2022-12-15 22:00:00,3,MEDIUM,고래 거래 급증 (z=2.62),0.0,2.0,0.0,0.0,0.0
2022-12-15 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.21),0.0,2.0,0.0,0.0,0.0
2022-12-14 19:00:00,3,MEDIUM,고래 거래 급증 (z=2.47),0.0,2.0,0.0,0.0,0.0
2022-12-14 18:00:00,3,MEDIUM,고래 거래 급증 (z=2.47),0.0,2.0,0.0,0.0,0.0
2022-12-13 13:00:00,3,MEDIUM,고래 거래 급증 (z=2.48),0.0,3.0,0.0,0.0,0.0
2022-12-12 23:00:00,3,MEDIUM,고래 거래 급증 (z=3.26),0.0,3.0,0.0,0.0,0.0
2022-12-12 11:00:00,3,MEDIUM,고래 거래 급증 (z=3.52),0.0,2.0,0.0,0.0,0.0
2022-12-12 09:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-12-12 08:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-12-12 00:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2022-12-11 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-12-09 17:00:00,3,MEDIUM,고래 거래 급증 (z=3.61),0.0,3.0,0.0,0.0,0.0
2022-12-08 18:00:00,3,MEDIUM,고래 거래 급증 (z=2.95),0.0,2.0,0.0,0.0,0.0
2022-12-07 10:00:00,3,MEDIUM,고래 거래 급증 (z=2.21),0.0,2.0,0.0,0.0,0.0
2022-12-06 08:00:00,3,MEDIUM,고래 거래 급증 (z=3.39),0.0,6.0,0.0,0.0,0.0
2022-12-06 00:00:00,3,MEDIUM,고래 거래 급증 (z=3.43),0.0,4.0,0.0,0.0,0.0
2022-12-05 17:00:00,3,MEDIUM,고래 거래 급증 (z=3.16),0.0,3.0,0.0,0.0,0.0
2022-12-04 16:00:00,3,MEDIUM,고래 거래 급증 (z=2.96),0.0,5.0,0.0,0.0,0.0
2022-12-04 15:00:00,3,MEDIUM,고래 거래 급증 (z=3.06),0.0,4.0,0.0,0.0,0.0
2022-12-04 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.11),0.0,2.0,0.0,0.0,0.0
2022-12-04 09:00:00,3,MEDIUM,고래 거래 급증 (z=3.41),0.0,3.0,0.0,0.0,0.0
2022-12-02 23:00:00,3,MEDIUM,고래 거래 급증 (z=3.69),0.0,3.0,0.0,0.0,0.0
2022-12-01 04:00:00,3,MEDIUM,고래 거래 급증 (z=4.26),0.0,8.0,0.0,0.0,0.0
2022-11-30 05:00:00,3,MEDIUM,고래 거래 급증 (z=2.14),0.0,2.0,0.0,0.0,0.0
2022-11-30 02:00:00,3,MEDIUM,고래 거래 급증 (z=2.42),0.0,2.0,0.0,0.0,0.0
2022-11-29 23:00:00,3,MEDIUM,고래 거래 급증 (z=2.51),0.0,2.0,0.0,0.0,0.0
2022-11-29 00:00:00,3,MEDIUM,고래 거래 급증 (z=2.74),0.0,2.0,0.0,0.0,0.0
2022-11-28 18:00:00,3,MEDIUM,고래 거래 급증 (z=3.81),0.0,2.0,0.0,0.0,0.0
2022-11-28 14:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-11-28 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-11-27 18:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-11-27 17:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2022-11-26 12:00:00,3,MEDIUM,고래 거래 급증 (z=2.62),0.0,2.0,0.0,0.0,0.0
2022-11-25 16:00:00,3,MEDIUM,고래 거래 급증 (z=3.29),0.0,2.0,0.0,0.0,0.0
2022-11-25 01:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-11-25 00:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-11-23 18:00:00,3,MEDIUM,고래 거래 급증 (z=2.95),0.0,2.0,0.0,0.0,0.0
2022-11-21 14:00:00,3,MEDIUM,고래 거래 급증 (z=4.24),0.0,21.0,0.0,0.0,0.0
2022-11-21 12:00:00,3,MEDIUM,고래 거래 급증 (z=3.20),0.0,7.0,0.0,0.0,0.0
2022-11-21 11:00:00,3,MEDIUM,고래 거래 급증 (z=4.57),0.0,7.0,0.0,0.0,0.0
2022-11-20 11:00:00,3,MEDIUM,고래 거래 급증 (z=4.18),0.0,2.0,0.0,0.0,0.0
2022-11-19 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.74),0.0,2.0,0.0,0.0,0.0
2022-11-18 09:00:00,3,MEDIUM,고래 거래 급증 (z=4.38),0.0,5.0,0.0,0.0,0.0
2022-11-16 09:00:00,3,MEDIUM,고래 거래 급증 (z=3.62),0.0,4.0,0.0,0.0,0.0
2022-11-16 00:00:00,3,MEDIUM,고래 거래 급증 (z=2.88),0.0,2.0,0.0,0.0,0.0
2022-11-15 19:00:00,3,MEDIUM,고래 거래 급증 (z=3.81),0.0,2.0,0.0,0.0,0.0
2022-11-15 14:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-11-15 12:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-11-13 23:00:00,3,MEDIUM,고래 거래 급증 (z=2.02),0.0,2.0,0.0,0.0,0.0
2022-11-12 15:00:00,3,MEDIUM,고래 거래 급증 (z=3.05),0.0,3.0,0.0,0.0,0.0
2022-11-12 14:00:00,3,MEDIUM,고래 거래 급증 (z=2.62),0.0,2.0,0.0,0.0,0.0
2022-11-10 01:00:00,3,MEDIUM,고래 거래 급증 (z=2.65),0.0,12.0,0.0,0.0,0.0
2022-11-09 17:00:00,3,MEDIUM,고래 거래 급증 (z=2.70),0.0,10.0,0.0,0.0,0.0
2022-11-09 14:00:00,3,MEDIUM,고래 거래 급증 (z=2.70),0.0,8.0,0.0,0.0,0.0
2022-11-09 13:00:00,3,MEDIUM,고래 거래 급증 (z=3.44),0.0,8.0,0.0,0.0,0.0
2022-11-09 01:00:00,3,MEDIUM,고래 거래 급증 (z=3.88),0.0,5.0,0.0,0.0,0.0
2022-11-09 00:00:00,3,MEDIUM,고래 거래 급증 (z=2.51),0.0,2.0,0.0,0.0,0.0
2022-11-08 15:00:00,3,MEDIUM,고래 거래 급증 (z=3.52),0.0,2.0,0.0,0.0,0.0
2022-11-08 14:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-11-08 11:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2022-11-08 10:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2022-11-07 11:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2022-11-06 18:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-11-06 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-11-05 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.42),0.0,2.0,0.0,0.0,0.0
2022-11-04 17:00:00,3,MEDIUM,고래 거래 급증 (z=3.81),0.0,2.0,0.0,0.0,0.0
2022-11-04 11:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2022-11-04 01:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-11-02 20:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-11-02 18:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-11-02 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-11-02 07:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-11-01 19:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-11-01 10:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-11-01 07:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-10-31 19:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-10-31 18:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2022-10-31 10:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-10-30 18:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-10-30 14:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-10-30 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-10-30 07:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-10-29 07:00:00,3,MEDIUM,고래 거래 급증 (z=3.29),0.0,2.0,0.0,0.0,0.0
2022-10-29 00:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-10-28 22:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-10-28 18:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-10-27 17:00:00,3,MEDIUM,고래 거래 급증 (z=2.88),0.0,2.0,0.0,0.0,0.0
2022-10-26 09:00:00,3,MEDIUM,고래 거래 급증 (z=3.18),0.0,4.0,0.0,0.0,0.0
2022-10-26 07:00:00,3,MEDIUM,고래 거래 급증 (z=2.57),0.0,3.0,0.0,0.0,0.0
2022-10-25 09:00:00,3,MEDIUM,고래 거래 급증 (z=2.27),0.0,3.0,0.0,0.0,0.0
2022-10-24 07:00:00,3,MEDIUM,고래 거래 급증 (z=3.86),0.0,4.0,0.0,0.0,0.0
2022-10-24 06:00:00,3,MEDIUM,고래 거래 급증 (z=2.62),0.0,2.0,0.0,0.0,0.0
2022-10-23 07:00:00,3,MEDIUM,고래 거래 급증 (z=2.08),0.0,2.0,0.0,0.0,0.0
2022-10-21 22:00:00,3,MEDIUM,고래 거래 급증 (z=3.03),0.0,5.0,0.0,0.0,0.0
2022-10-21 09:00:00,3,MEDIUM,고래 거래 급증 (z=2.41),0.0,3.0,0.0,0.0,0.0
2022-10-21 00:00:00,3,MEDIUM,고래 거래 급증 (z=3.80),0.0,4.0,0.0,0.0,0.0
2022-10-20 07:00:00,3,MEDIUM,고래 거래 급증 (z=3.81),0.0,2.0,0.0,0.0,0.0
2022-10-20 05:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2022-10-18 22:00:00,3,MEDIUM,고래 거래 급증 (z=2.74),0.0,2.0,0.0,0.0,0.0
2022-10-17 23:00:00,3,MEDIUM,고래 거래 급증 (z=3.05),0.0,2.0,0.0,0.0,0.0
2022-10-17 11:00:00,3,MEDIUM,고래 거래 급증 (z=4.18),0.0,2.0,0.0,0.0,0.0
2022-10-16 11:00:00,3,MEDIUM,고래 거래 급증 (z=4.69),0.0,2.0,0.0,0.0,0.0
2022-10-13 20:00:00,3,MEDIUM,고래 거래 급증 (z=4.16),0.0,10.0,0.0,0.0,0.0
2022-10-13 19:00:00,3,MEDIUM,고래 거래 급증 (z=4.52),0.0,5.0,0.0,0.0,0.0
2022-10-12 23:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-10-12 21:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-10-12 18:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2022-10-11 07:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-10-11 04:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-10-11 00:00:00,3,MEDIUM,고래 거래 급증 (z=2.59),0.0,1.0,0.0,0.0,0.0
2022-10-10 18:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2022-10-10 01:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-10-08 14:00:00,3,MEDIUM,고래 거래 급증 (z=3.29),0.0,2.0,0.0,0.0,0.0
2022-10-08 11:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-10-06 09:00:00,3,MEDIUM,고래 거래 급증 (z=2.51),0.0,7.0,0.0,0.0,0.0
2022-10-06 01:00:00,3,MEDIUM,고래 거래 급증 (z=3.44),0.0,7.0,0.0,0.0,0.0
2022-10-05 23:00:00,3,MEDIUM,고래 거래 급증 (z=3.59),0.0,5.0,0.0,0.0,0.0
2022-10-05 21:00:00,3,MEDIUM,고래 거래 급증 (z=2.91),0.0,3.0,0.0,0.0,0.0
2022-10-04 16:00:00,3,MEDIUM,고래 거래 급증 (z=2.77),0.0,5.0,0.0,0.0,0.0
2022-10-04 09:00:00,3,MEDIUM,고래 거래 급증 (z=3.06),0.0,4.0,0.0,0.0,0.0
2022-10-04 08:00:00,3,MEDIUM,고래 거래 급증 (z=3.00),0.0,3.0,0.0,0.0,0.0
2022-10-03 23:00:00,3,MEDIUM,고래 거래 급증 (z=2.74),0.0,2.0,0.0,0.0,0.0
2022-10-03 14:00:00,3,MEDIUM,고래 거래 급증 (z=4.18),0.0,2.0,0.0,0.0,0.0
2022-10-02 17:00:00,3,MEDIUM,고래 거래 급증 (z=4.69),0.0,1.0,0.0,0.0,0.0
2022-10-01 11:00:00,3,MEDIUM,고래 거래 급증 (z=3.25),0.0,1.0,0.0,0.0,0.0
2022-09-30 22:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-09-29 03:00:00,3,MEDIUM,고래 거래 급증 (z=2.18),0.0,3.0,0.0,0.0,0.0
2022-09-29 00:00:00,3,MEDIUM,고래 거래 급증 (z=2.57),0.0,3.0,0.0,0.0,0.0
2022-09-28 14:00:00,3,MEDIUM,고래 거래 급증 (z=2.27),0.0,3.0,0.0,0.0,0.0
2022-09-27 15:00:00,3,MEDIUM,고래 거래 급증 (z=2.64),0.0,3.0,0.0,0.0,0.0
2022-09-26 23:00:00,3,MEDIUM,고래 거래 급증 (z=2.04),0.0,2.0,0.0,0.0,0.0
2022-09-26 22:00:00,3,MEDIUM,고래 거래 급증 (z=3.80),0.0,3.0,0.0,0.0,0.0
2022-09-25 13:00:00,3,MEDIUM,고래 거래 급증 (z=2.29),0.0,2.0,0.0,0.0,0.0
2022-09-23 04:00:00,3,MEDIUM,고래 거래 급증 (z=2.93),0.0,10.0,0.0,0.0,0.0
2022-09-23 03:00:00,3,MEDIUM,고래 거래 급증 (z=2.15),0.0,6.0,0.0,0.0,0.0
2022-09-23 02:00:00,3,MEDIUM,고래 거래 급증 (z=2.53),0.0,6.0,0.0,0.0,0.0
2022-09-23 01:00:00,3,MEDIUM,고래 거래 급증 (z=4.30),0.0,8.0,0.0,0.0,0.0
2022-09-23 00:00:00,3,MEDIUM,고래 거래 급증 (z=3.92),0.0,3.0,0.0,0.0,0.0
2022-09-22 22:00:00,3,MEDIUM,고래 거래 급증 (z=2.19),0.0,1.0,0.0,0.0,0.0
2022-09-21 08:00:00,3,MEDIUM,고래 거래 급증 (z=3.80),0.0,4.0,0.0,0.0,0.0
2022-09-20 23:00:00,3,MEDIUM,고래 거래 급증 (z=3.52),0.0,2.0,0.0,0.0,0.0
