timestamp,channel,message_id,views,forwards,reactions,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_neutral,message_length
2025-11-26 17:59:49+00:00,@cointelegraph,65765,19421,82,0,0.0,0.0,0.0,1.0,0
2025-11-26 17:59:49+00:00,@cointelegraph,65764,12779,75,60,0.4005,0.104,0.068,0.828,413
2025-11-26 16:59:56+00:00,@cointelegraph,65763,11068,46,0,0.0,0.0,0.0,1.0,0
2025-11-26 16:59:56+00:00,@cointelegraph,65762,11339,46,64,0.7096,0.185,0.0,0.815,158
2025-11-26 15:59:56+00:00,@cointelegraph,65761,17377,107,63,-0.1197,0.072,0.128,0.8,223
2025-11-26 15:19:08+00:00,@cointelegraph,65760,17419,60,48,0.6369,0.11,0.0,0.89,191
2025-11-26 13:02:39+00:00,@cointelegraph,65759,18808,109,94,-0.3818,0.0,0.077,0.923,201
2025-11-26 12:03:49+00:00,@cointelegraph,65758,10760,28,34,-0.6369,0.0,0.089,0.911,360
2025-11-26 11:29:56+00:00,@cointelegraph,65757,10533,32,35,-0.34,0.0,0.107,0.893,120
2025-11-26 10:14:55+00:00,@cointelegraph,65756,11258,30,46,0.0516,0.091,0.085,0.824,173
2025-11-26 07:03:54+00:00,@cointelegraph,65755,11230,63,0,0.0,0.0,0.0,1.0,0
2025-11-26 07:03:54+00:00,@cointelegraph,65754,11647,64,100,-0.34,0.0,0.068,0.932,200
2025-11-26 06:32:48+00:00,@cointelegraph,65753,11063,61,0,0.0,0.0,0.0,1.0,0
2025-11-26 06:32:48+00:00,@cointelegraph,65752,11516,61,0,0.0,0.0,0.0,1.0,0
2025-11-26 06:32:47+00:00,@cointelegraph,65751,10468,63,63,0.0,0.0,0.0,1.0,153
2025-11-26 06:15:05+00:00,@cointelegraph,65750,9185,34,0,0.0,0.0,0.0,1.0,0
2025-11-26 06:15:05+00:00,@cointelegraph,65749,9723,35,33,0.1027,0.049,0.0,0.951,178
2025-11-26 05:42:02+00:00,@cointelegraph,65748,16811,97,39,0.296,0.073,0.0,0.927,175
2025-11-26 03:57:38+00:00,@cointelegraph,65747,9493,52,0,0.0,0.0,0.0,1.0,0
2025-11-26 03:57:38+00:00,@cointelegraph,65746,9936,52,65,-0.3818,0.0,0.071,0.929,201
2025-11-26 02:30:04+00:00,@cointelegraph,65745,9058,34,27,0.8718,0.084,0.046,0.869,1717
2025-11-26 02:18:39+00:00,@cointelegraph,65744,8523,38,194,-0.3802,0.074,0.152,0.774,151
2025-11-26 01:15:07+00:00,@cointelegraph,65743,8756,42,0,0.0,0.0,0.0,1.0,0
2025-11-26 01:15:07+00:00,@cointelegraph,65742,9275,44,61,0.4767,0.124,0.0,0.876,118
2025-11-26 00:49:19+00:00,@cointelegraph,65741,13949,52,30,0.3818,0.091,0.0,0.909,170
2025-11-25 22:42:01+00:00,@cointelegraph,65740,17544,135,0,0.0,0.0,0.0,1.0,0
2025-11-25 22:42:01+00:00,@cointelegraph,65739,18021,135,98,0.0,0.0,0.0,1.0,173
2025-11-25 21:50:40+00:00,@cointelegraph,65738,11158,49,0,0.0,0.0,0.0,1.0,0
2025-11-25 21:50:40+00:00,@cointelegraph,65737,11683,51,105,0.6124,0.193,0.059,0.749,178
2025-11-25 20:40:11+00:00,@cointelegraph,65736,11889,53,83,0.3818,0.106,0.0,0.894,159
2025-11-25 18:40:01+00:00,@cointelegraph,65735,12421,70,0,0.0,0.0,0.0,1.0,112
